	author	title	pages	letter	text
835	Sénac	L'Émigré	137	XXXIII	Ces réflexions m'ont occupé une partie de la route ; à la moitié du chemin je me suis arrêté dans une auberge pour déjeuner et faire rafraîchir les chevaux ; dans cette auberge était un bon Germain de l'ancien temps ; la candeur, la probité étaient peintes sur sa figure, et l'on voyait à son maintien qu'il avait servi. (Saint-Alban, 137) 
838	Dorat	Malheurs	451		Vous ne vous êtes point trompé. Le chevalier de Gérac m'affermit dans mes sentiments. Censeur inflexible de tout ce qui n'est pas honnête, il s'enflamme pour tout ce qui l'est, et le titre seul de mon ami aurait dû le mettre à l'abri, monsieur le duc, du portrait cruel que vous m'en faites. Je ne m'amuserai point à défendre sa naissance. Sans être illustrée, elle est ancienne : elle a fourni de tout temps à l'État de braves gentilshommes qui ont versé leur sang pour lui ; tant pis pour la Cour si de tels services sont restés sans récompense : mais ce qu'il m'importe de défendre c'est son âme, son caractère et mon choix ; il m'honore, et le justifie. Si Gérac dédaigne les honneurs, c'est par amour pour la gloire ; et, s'il n'est pas né pour être un courtisan, il a sûrement les qualités qui forment le citoyen. Pour peu que vous le connaissiez mieux un jour, vous rougirez de l'avoir jugé si mal, et d'avoir employé des expressions de mépris en parlant d'un homme qui mérite vos égards, les miens, et que son noble désintéressement met au-dessus des protecteurs. Pardonnez la chaleur de mes expressions au mouvement d'un coeur que vous avez affligé, en cherchant à dégrader ce qu'il aime. Malheur au lâche qui ne sent pas l'outrage qu'on fait à son ami ! 
840	Sénac	L'Émigré	157	XLV	   Comment pourrais-je vous peindre l'affreux spectacle qui s'est offert à mes yeux ? un vieux nègre Comment pourrais-je vous peindre l'affreux spectacle qui s'est offert à mes yeux ? un vieux nègre couvert de haillons m'a fait traverser une petite cour, où je crois le soleil n'a jamais dardé ses rayons ; montant ensuite par un escalier dont les marches à demi rompues laissent passer le jour à travers, je suis arrivé à une espèce de grenier. Là, j'ai vu, couché sur un grabat, un vieillard à cheveux blancs. Près de lui, sur le bras d'un mauvais fauteuil, était un cordon rouge devenu feuille morte auquel pendait une croix cassée ; une jeune fille dans le plus grand délabrement était accroupie près d'un réchaud, occupée à faire chauffer un peu de bouillon d'herbes, et le nègre, les mains jointes sur la poitrine, se tenait dans un coin levant de temps en temps les yeux au ciel : je suis demeuré interdit un moment à l'aspect et des personnages et du lieu. (Saint-Alban, 157-158) ##[=2673-[Anonyme] (1771) De Langres=][=3124-Laclos (1782) Liaisons=]
844	Sénac	L'Émigré	197-98	LVIII	le tableau de Rubens Si le Marquis m'aime autant que vous le dites, il doit rendre grâces au destin, qui semble être à ses ordres ; il travaille sans cesse à le rapprocher de moi, et à lui donner de noveaux rapports avec ma famille. Il est venu dîner hier ici, avec le Commandeur, qui a été le chercher pour l'amener avec lui ; mon oncle nous a répété plusieurs fois qu'il avait été obligé de lui faire violence, pour le faire venir, et le Marquis, qui craint || de me déplaire et de m'embarrasser par de trop fréquentes visites, avait l'air en quelque sorte affligé, et bien aise ; les reproches que lui faisait mon oncle étaient une justification, et ses yeux semblaient me dire : ce n'est pas ma faute. Les figures expriment quelquefois ces sentiments contraires. On m'a parlé d'un fameux tableau de Rubens, qui représente une reine de France, qui vient d'accoucher d'un Dauphin ; on voit, dit-on, sur sa figure, l'impression d'une douleur récente, et la satisfaction d'avoir donné naissance à un prince. Je crois que bien souvent un observateur pénétrant aurait pu voir sur mon visage, et le sentiment du plaisir que j'éprouve à l'arrivée du Marquis, et la raison qui m'ordonne d'en modérer l'expression. (La comtesse de Loewenstein à Émilie)
847	Sénac	L'Émigré	226	LXXIII	Cette lettre est uniquement, ma chère cousine, pour vous parler de notre aimable orpheline. J'ai été dîner aujourd'hui chez la Comtesse, où j'ai trouvé Charlotte, qu'elle garde pendant une quinzaine de jours avant de la mettre au couvent. Figurez-vous une jeune fille qui semble vous chercher pour vous sourire ; son habillement est simple, ses cheveux flottants, ses manières ingénues. Vous lui parlez, sa physionomie prend alors un air d'intérêt ; elle a das ses regards un air de douceur et d'intelligence, son sourire est enchanteur. L'innocence et la paix règnent sur son front, mêlées à quelques nuages de tristesse. On voit qu'elle a moins le désir de plaire que l'envie que vous soyez content d'elle ; on parle de musique ; il ne serait pas besoin de lui faire des instances, mais son deuil l'arrête ; elle chanterait aussi à la plus légère envie qu'on lui en témoignerait. Elle se met à son clavecin si vous désirez l'entendre, et dans ces circonstances c'est pour jouer des airs tristes, comme le Stabat de Pergolèse. Ses yeux se sont remplis de larmes pendant qu'elle exécutait ce morceau sublime et touchant, et toute cela n'est point pour faire briller ses talents, mais pour vous satisfaire. Une autre jeune fille va et vient autour d'elle ; quelques mots de familiarité par-ci par-là ; est-ce sa soeur, est-ce une compagne ?... Non, c'est une orpheline qu'on lui a donnée pour la servir et lui tenir compagnie ; le Commandeur ne manque à rien et a trouvé le moyen de faire en même temps deux bonnes oeuvres. La familiarité de cette enfant n'est pas celle d'une mercenaire enhardie par les bontés de sa maîtresse, c'est celle de l'innocence qui croit tout payer en aimant ; c'est celle de la jeunesse qui ne voit d'inégalité que l'âge. Voilà, ma cousine, comment j'ai trouvé Charlotte, et je m'empresse de vous en faire part pour que vous sachiez que votre petite protégée est digne de vos bontés. Elle m'inspire le plus tendre intérêt, et si jamais les choses revenaient dans l'ordre ancien, je mettrais Charlotte en état de faire un bon mariage ; car la pauvre enfant, dans tous les cas, n'a rien à espérer, toute la fortune de son père consistait dans les bienfaits du Roi. Adieu, ma chère cousine. (Saint-Alban, 226-227) 
859	Sénac	L'Émigré	297	XCIV	Je désirais aussi que ce fût le hasard qui m'offrît à ses yeux et de voir si l'oeil d'un amant serait plus pénétrant que celui des indifférents, et s'il retrouverait mes anciens traits, dans ceux que la petite vérole avait altérés. [...] Je le retrouvais à ce bal, où il était occupé à me chercher depuis quelque temps. Je m'étais coiffée de manière à laisser paraître entièrement mes cheveux, et je vis bientôt qu'ils fixaient son attention ; il portait successivement ses regards étonnés de mes yeux à mes cheveux, et écoutait ma voix avec une égale surprise ; je voulus l'augmenter encore, et j'ôtai mes gants. On avait admiré la forme et la blancheur de mes bras, de mes mains et cette vue acheva de confondre le Chevalier. Après les avoir considérés avec une surprise qui tenait de l'effroi, il tâcha de voir mes pieds : nouveau sujet de trouble, enfin il me parcourut des pieds à la tête pour juger de ma grandeur. Il regarda ma taille, et cet article seul n'avait rien qui pût accroître son étonnement ; j'étais fort engraissée, et habillée d'une manière négligée, de sorte que ma taille n'avait plus cette finesse que l'on avait vantée autrefois. Je lui fis des plaisanteries sur cette espèce d'inventaire qu'il faisait de ma personne ; il y répondit par de profonds soupirs, uniquement occupé de celle qu'il regrettait. (Vicomtesse de Vassy, 297) 
865	Sénac	L'Émigré	387-388	CXLIII	J'aurais dû vous parler de la figure du Prince, et cela ne sera pas long : vous avez vu mille enseignes au prince de ***, au Landgrave, à l'électeur de *** ; eh bien ! vous avec vu le Prince, c'est-à-dire un homme gros, blond et sans physionomie ; ses terres, ses chevaux, ses forêts sont pour lui un fond [sic] inépuisable de conversation, et tout cela est mêlé de grands compliments aux dames, parce qu'il est persuadé qu'il faut qu'un prince soit galant. (387-388) 
866	Sénac	L'Émigré	402-403	CXLIX	
867	Sénac	L'Émigré	408	CLIV	La fille de Marie-Thérèse, la descendante de vingt Empereurs, a succombé sous la hache des bourreaux. Un sentiment d'horreur m'empêche de vous tracer les circonstances de sa déplorable fin, qu'on a cherché à rendre plus affreuse que celle du Roi, en y joignant l'ignominie des traitements. Je me bornerai à vous dire, que l'infortunée Marie-Antoinette a montré jusqu'au dernier moment, un courage héroi:que et sans aucune ostentation. (408)##[...]spectactle affreuxscènes sanglantesen lisant ces détails 
870	Louvet	Année	53		Ce fut en octobre 1783 que nous entrâmes dans la capitale, par le faubourg Saint-Marceau. Je cherchais cette ville superbe dont j'avais lu de si brillantes descriptions. Je voyais de laides chaumières très hautes, de longues rues très étroites, des malheureux couverts de haillons, une foule d'enfants presque nus ; je voyais la population nombreuse et l'horrible misère. Je demandai à mon père si c'était là Paris : il me répondit froidement que ce n'était pas le plus beau quartier ; que le lendemain nous aurions le temps d'en visiter un autre.##
872	Louvet	Année	55		première rencontre avec mlle de Pontis [...] lorsque le baron pria Adélaïde d'aller chercher mademoiselle de Pontis. Ma soeur y courut ; elle amena... figurez-vous Vénus à quatorze ans ! Je voulus avancer, parler, saluer ; je restai le regard fixe, la bouche ouverte, les bras pendants.
874	Dorat	Malheurs	442		Adieu, monsieur le duc ! Mme de Syrcé... n'est que jolie. Mon Anglaise est belle et sensible. 
875	Louvet	Année	55		[...] le baron me regarda d'un air étonné, le front de Sophie se couvrit d'une aimable rougeur, [...] le baron me regarda d'un air étonné, le front de Sophie se couvrit d'une aimable rougeur, et pourtant un léger sourire effleura ses lèvres de rose.--##descriptions d'actions: passé simple, mais pure chronologie sans causalité et finalité clairement descriptive. 
876	Louvet	Année	56		Là, je me rappelai librement Sophie et tous ses charmes. Que de grâces! Que de beautés! me disais-je : sa charmante figure est plein d'esprit, et son esprit, j'en suis sûr, répond de sa figure. Ses grands yeux noirs m'ont inspiré je ne sais quoi... c'est de l'amour, sans doute. 
877	Louvet	Année	60		Je trouvai là Jasmin, ce domestique dont on m'avait parlé : c'était un grand garçon de bonne mine ; il me plut au premier coup d'oeil.--##La longueur du portrait est à l'image du statut social et de l'importance dans le récit du personnage décrit. 
878	Louvet	Année	60		"Il arriva le moment si désiré! je vis ma soeur, je vis Sophie, non moins belle et plus jolie que la première fois. Il y a avait dans sa simple parure je ne sais quoi de plus adroit et de plus séduisant. Dans cette seconde visite, mes yeux détaillèrent pour ainsi dire ses charmes, et plus d'une fois nos regards se rencontrèrent pendant un examen si doux. J'admirai sa longue chevelure noire, qui contrastait singulièrement avec sa peau fine, d'une blancheur éblouissante ; sa taille élégante et légère que j'aurais embrassée de mes dix doigts ; les grâces enchanteresses répandues sur toute sa personne ; son pied mignon dont j'ignorais le favorable augure, et ses yeux surtout, ses beaux yeux qui semblaient me dire : « Ah! que nous aimerons l'heureux mortel qui saura nous plaire!"" "
880	Louvet	Année	62		M. Person n'était plus cet instituteur sévère, possédé, comme tant d'autres confrères, de la rage d'enseigner ce qu'il ignorait ; c'était, comme tant d'autres aussi, un petit pédant couleur de rose, toujours bien régulièrement coiffé, minutieux dans sa parure, relâché dans sa morale, dévloppant avec les femmes une érudition profonde, affectant avec les hommes de n'effleurer que la superficie. Aussi doux et complaisant qu'il s'était d'abord montré intraitable et dur, il paraissait n'avoir d'autres désirs que de prévenir les miens ; et quand je parlais d'aller au couvent, je le trouvais aussi empressé que moi.
881	Louvet	Année	64		"Je me mis à rire sans savoir pourquoi. ""En vérité, reprit-il, cela vous irait au mieux ! vous avez une figure douce et fine, un léger duvet couvre à peine vos joues ; cela sera délicieux !..."""
882	Louvet	Année	64		le travestissement L'idée de ce travestissement me plut. [...] Le lendemain un habile tailleur, que le comte de Rosambert avait fait avertir, m'apporta un habit d'amazone complet, tel que le portent les dames anglaises quand elles montent à cheval. Un élégant coiffeur me donna le coup de peigne moelleux et posa sur ma tête virginale le petit chapeau de castor blanc. Je descendis chez mon père [...]. 
883	Louvet	Année	70		Nous en étions là quand le marquis arriva. Il me parut jeune encore : il était assez bien fait, mais d'une taille fort petite, et ses manières ressemblaient à sa taille ; sa figure avait de la gaieté, mais de cette gaieté qui fait qu'on rit toujours aux dépens de celui qui l'inspire. [...] Le marquis trouva que j'avais la physionomie heureuse, il me prodigua des éloges ridicules ; je l'en remerciai par des compliments outrés. 
884	Louvet	Année	83		Il était fort tard quand je me réveillai : M. person et moi fûmes au couvent ; avec quelle douce émotion je revis ma Sophie ! Sa contenance modeste, son innocence ingénue, l'accueil timide et caressant qu'elle me fit, un petit air d'embarras que lui donnait encore le souvenir du baiser de la veille, tout en elle inspirait l'amour, mais l'amour tendre et respectueux. Cependant, l'image des charmes de la marquise me poursuivait jusqu'au parloir ; mais que d'avantages précieux sa rivale avait sur elle ! Il est vrai que les plaisirs de la nuit dernière se représentaient vivement à mon imagination échauffée ; mais combien je leur préférais ce moment délicieux où j'avais trouvé, sur les lèvres de Sophie, une âme nouvelle ! la marquise régnait sur mes sens étonnés ; mon coeur adorait Sophie.
885	Louvet	Année	86		Mon coiffeur était averti ; un panache blanc fut mis à la place du petit chapeau. Madame Dutour me revêtit parfaitement du charmant habit de bal que madame de B*** m'envoyait, et qui m'allait merveilleusement bien ; ma ressemblance avec Adélaïde devenait plus frappante ; mon gouverneur ému redoublait pour moi d'attentions et de soins. Je pris des gants, un éventail, un gros bouquet ; je volai au rendez-vous que la marquise m'avait donné.
886	Louvet	Année	86		Je la trouvai dans son boudoir, mollement couchée sur une ottomane ; un déshabillé galant parait ses charmes, au lieu de les cacher. Elle se leva dès qu'elle m'aperçut.##
887	Louvet	Année	57		"À l'instant même on annonça M. Person.##Je vis entrer un petit monsieur sec et blême, dont la mine justifiait pleinement la mauvaise humeur que m'avait inspirée son titre. Il s'avança d'un air grave et composé, puis d'un ton lent et mielleux il commença : « Monsieur, votre figure..."" Content du mot qu'il avait dit, il s'arrêta, cherchant le mot qu'il allait dire. « ... Votre figure répond de votre personne."" Je répliquai fort sèchement à ce doux compliment. (57-58)"
892	Louvet	Année	120		"'' [...] Elle est délicieuse, votre aventure ! et puis vous entrez dans le monde par la belle "" [...] Elle est délicieuse, votre aventure ! et puis vous entrez dans le monde par la belle porte ! La marquise est jeune, belle, pleine d'esprit, considérée à la ville, bienvenue à la Cour, intrigante en diable ; elle jouit d'un crédit immense, et sert ses amis chaudement."" "
894	Louvet	Année	130		"''Je faisais mes exercices à Vasovie ; là se distinguait entre nous, par les qualités les plus ""Je faisais mes exercices à Vasovie ; là se distinguait entre nous, par les qualités les plus aimables, le jeune M. de P***. Aux charmes d'une figure à la fois douce et noble, il joignait les agréments d'un esprit heureusement cultivé ; l'adresse peu commune qu'il déployait dans nos jeux guerriers, la modestie plus rare avec laquelle il paraissait vouloir cacher son mérite à ses propres yeux, pour exalter le mérite moins recommendable de ses rivaux, presque toujours vaincus, l'urbanité de ses moeurs, la douceur de son caractère, fixaient l'attention, commandaient l'estime et le rendaient cher à cette brillante jeunesse qui partageait nos travaux et nos plaisirs. Dire que ce fut la ressemblance des caractères et la sympathie des humeurs qui commencèrent ma liaison avec M. de P., ce serait me louer beaucoup ; quoi qu'il en soit, nous vécûmes bientôt tous deux dans une intime familiarité."""
896	Louvet	Année	132		"''Lodoi:ska ! qu'elle était belle ! que je l'aimais ! Son nom chéri est toujours sur mes lèvres, ""Lodoi:ska ! qu'elle était belle ! que je l'aimais ! Son nom chéri est toujours sur mes lèvres, son image adorée vit encore dans mon coeur.##""Mon ami, dès que je l'eus vue, je ne vis plus qu'elle ; j'abandonnai mes études ; l'amitié fut entièrement oubliée ; je consacrai tous mes moments à Lodoi:ska. Mon père et le sien n'avaient pu longtemps ignorer mon amour : ils ne m'en parlaient pas, ils l'approuvaient donc."
898	Louvet	Année	148		Il était grand jour quand on vint nous mettre en liberté ; on nous dit que Dourlinski pouvait et voulait nous voir. Nous nous présentâmes avec assurance ; nous vîmes un homme de soixante ans à peu près, dont l'abord était brusque et les manières repoussantes. Il nous demanda qui nous étions.
899	Louvet	Année	158		"''Monsieur, dit-il à celui-ci, c'est que, comme vous l'avez fort bien remarqué, mon fils et ma ""Monsieur, dit-il à celui-ci, c'est que, comme vous l'avez fort bien remarqué, mon fils et ma fille se ressemblent un peu : il faut convenir qu'il y a un air de famille. -- Oui, répondit le marquis en me regardant toujours, ce jeune homme est bien, fort bien ; mais sa soeur est encore mieux, beaucoup mieux. (Il me prit par le bras.) Elle est un peu plus grande, elle a l'air plus raisonnable, quoiqu'elle soit un peu espiègle ! c'est bien là sa figure ; mais il y a dans vos traits quelque chose de plus hardi ; vous avez moins de grâces dans le maintien, et dans toute l'attitude du corps quelque chose de plus... nerveux, de plus raide. Oh ! dame, n'allez pas vous facher, tout cela est bien naturel ; il ne faut pas qu'un garçon soit fait comme une fille ! [...] Oh ! reprit-il, je vous l'ai dit, je suis grand physionomiste, moi !... Mais n'aurai-je pas le bonheur de voir la chère soeur ?"""
903	Louvet	Année	173		À mesure que mon phaéton avançait, mes réflexions prirent un autre cours et changèrent d'objet. J'étais seul, je pensais à Sophie. Je ne lui avais fait dans la matinée qu'une courte visite ; dans la soirée je ne donnais qu'un moment à son souvenir ; mais si le lecteur veut m'excuser, qu'il songe aux doux plaisirs que vient de m'offrir une femme charmante, voluptueuse et belle ; qu'il sache que Justine a la plus jolie petite figure chiffonnée ; qu'il se souvienne surtout que Faublas commence son noviciat, et n'a guère que seize ans !
904	Louvet	Année	178		"-- Tout comme il vous plaira ; je vous préviens que vous allez voir une demoiselle de quatorze ans et demi, innocente, ingénue jusqu'à la simplicité ; cependant elle est aussi grande qu'on peut l'être à son âge, et elle ne manque ni d'esprit, ni d'éducation.""##Person fut plus heureux que moi ; ma soeur vint au parloir ; ma Sophie n'y vint pas."
906	Louvet	Année	183		"''Je vous avoue, me dit le comte, que j'ai peine à croire ce que j'ai vu. Comment peut-on allier ""Je vous avoue, me dit le comte, que j'ai peine à croire ce que j'ai vu. Comment peut-on allier l'ignorance et le savoir, la modestie et la beauté, l'ingénuité de l'enfance et la raison de l'âge mûr ; enfin, permettez-moi de le dire, une innocence aussi extrême avec un physique aussi précoce ?Je croyais cette réunion impossible, mon ami ; votre soeur est le chef-d'oeuvre de la nature et de l'éducation. -- Rosambert, ce chef-d'oeuvre est le fruit de quatorze ans de soins et de bonheur ; il fut produit par le concours le plus rare des circonstances les plus heureuses. [...]."""
912	Louvet	Année	235		Tout était changé dans le château, la tour était entièrement tombée. Les Tartares avaient arrêté les progrès de l'incendie : ils avaient abattu une parti du bâtiment, pour sauver l'autre ; ensuite on nous avait transportés dans un vaste salon, où Titsikan était lui-même avec quelques-uns de ses soldats. Les autres, occupés à piller, apportaient à leur chef l'or, l'argent, les pierreries, la vaisselle, tous les effets précieux que les flammes avaient épargnés. Tout près de là, Dourlinski, chargé de fers, regardait en gémissant ce monceau de richesses dont on allait le dépouiller. La rage, la terreur, le désespoir, tout ce qui déchire le coeur d'un scélérat puni, se lisait dans ses yeux égarés. Il frappait la terre avec fureur, portait à son front les poings fermés ; et vomissant d'horribles blasphèmes, il reprochait au ciel sa juste vengeance. 
913	Louvet	Année	247		Lodoi:ska, entièrement guérie de sa blessure, parfaitement remise de ses fatigues, avait repris son embonpoint, sa fraîcheur, tout l'éclat de sa beauté.
915	Louvet	Année	269		"''L'espérance me rendit des forces. Je suivis les traces toutes fraîches ; bientôt je vis ""L'espérance me rendit des forces. Je suivis les traces toutes fraîches ; bientôt je vis Pulauski, à peu près nu, exténué par la faim, presque méconnaissable à mes propres yeux. Il faisait des efforts pour se traîner vers moi et pour répondre à mes cris. Dès que je l'eus joint, il se jeta avec avidité sur les aliments que je lui offris, et les dévora."
918	Louvet	Année	295		Coralie n'était ni belle ni jolie ; mais elle avait la vivacité qui plaît, les grâces qui attirent ; on écoutait avec plaisir son petit jargon galant ; sur sa figure mutine régnait la gaieté ; son maintien, un peu dévergondé, provoquait le désir ; au reste, grande et bien faite, belle main, jolie pied, superbe peau ! Coralie d'ailleurs possédait si bien l'art des voluptés secrètes ! elle épuisait avec tant de discernement toutes les ressources du métier ! J'oubliai dans ses bras Justine et madame de B***.
921	Louvet	Année	307		"Cependant, au son d'une voix qu'elle a cru reconnaître, Coralie est accourue, aussi légèrement vêtue que moi ; mais trop pressé pour y regarder de bien près, au lieu de mettre ses pantoufles, alle a fourré ses petits pieds dans mes souliers. La nymphe, en arrivant sur le lieu de la scène, s'est pénétrée tout d'un coup des comiques effets d'une rencontre aussi inattendue. Elle admire le père muet d'étonnement, immobile de fureur, appuyé sur la rampe de l'escalier ; elle admire le fils presque nu, planté comme une idole au milieu de l'antichambre. Le moyen qu'une fille, naturellement folle, se contienne en pareil cas ! la danseuse me jette les bras au cou, elle penche sa tête sur la mienne, on croirait qu'elle m'embrasse : elle ne fait que rire pourtant ; mais elle rit si fort, que tous les voisins peuvent l'entendre. Le baron rougit et pâlit successivement, il entre, il ferme la porte, il met les verrous. Coralie se sauve en riant toujours, je vole sur ses pas ; mon père se précipite en même temps que nous dans la chambre à coucher ; il fait un geste menaçant, il va briser les meubles. Je me jette sur sa canne, déjà levée, je la saisis, je m'écrie : ""Ah ! mon père, oubliez-vous que votre fils est là ?"" "
922	Louvet	Année	315		Je pris sa main, sur laquelle je posais mes lèvres brûlantes. Ce nuage de douleur, dont ses charmes avaient paru voilés, se dissipa tout d'un coup. Tant de joie brilla sur son visage embelli ! ses yeux s'animèrent d'un feu si doux ! Elle laissa tomber sur moi un regard si tendre !... Avec quelle ardeur je renouvelai le serment de lui être à jamais fidèle ! comme elle prit plaisir à me faire entrevoir dans l'avenir un hymen fortuné !
924	Louvet	Année	327		visites de plusieurs personnes Je fus bientôt honoré des visites de ceux que le baron me permettait de recevoir. Parlerai-je d'un marchand retiré, qui citait sa conscience à tout propos ; d'un gentilhomme du lieu, qui me répéta cent fois le nom de ses chiens et l'âge de sa jument, avant de me dire qu'il avait une femme et des enfants ; d'un moine à rouge trogne, qui buvait fort bien un vin médiocre, quoiqu'il préférât le meilleur ; de son camarade joufflu, célèbre par son adresse à découper une volaille, et qui servait chacun de manière que le meilleur morceau, oublié-je ne sais comment dans un coin du plat, lui restait toujours ? Laisson ces gens-là qui se trouvent partout ; mais distinguons quatre hommes fort extraordinaires, qu'un hasard bien singulier rassemblait dans ce petit village de la B***. C'était un curé qui avait de l'esprit ! un régent de collège, qui n'était pédant que par distraction, et impoli que par caprice ! un vieux militaire qui ne jurait pas toujours ! un vieil avocat qui disait quelquefois la vérité !##Quelle société pour l'ami de Rosambert, pour l'élève de madame de B*** ! quelle société pour l'amant de Sophie !
925	Louvet	Année	332		Les faibles rayons du crépuscule tremblant commençaient à laisser distinguer les objets. Depuis presque quinze jours je n'avais aperçu que de rondes villageoises, dont les gros charmes, brûlés par un soleil ardent, flétris par un travail opiniâtre, étaient peu faits pour me tenter ; encore n'avais-je pus les considérer qu'à travers une grille et à plus de cinquante pas de distance. Alors, au contraire, se trouvait près de moi le comte de Florville ! l'aurore naissante me le montra plus beau que ne parut jamais Adonis aux regards de Vénus enchântée ; et puis la marquise pleurait : une femme qui pleure est si intéressante ! Je voulus essuyer ses larmes : je ne sais comment je m'y pris ; mais nos yeux se rencontrèrent ; ma bouche toucha la sienne ; une curiosité fatale égara mes mains... Ô ma jolie cousine ! je devins parjure sans le vouloir ; et, j'en dois faire ici l'aveu, si ton coupable amant ne consomma pas à l'instant son infidélité, c'est que ta rivale attentive ne lui permit pas de tenter certaines entreprises qui, dans une voiture étroite, incommode et cahotée en tous sens sur un pavé inégal, n'ont jamais qu'un demi-succès. 
926	Louvet	Année	333		 [...] mais comme il n'aurait pas été décent que vous vinssiez seule à Paris, la femme Dutour, [...] mais comme il n'aurait pas été décent que vous vinssiez seule à Paris, la femme Dutour, impatiente de réparer sa faute, s'essaie depuis quatre jours à jouer le personnage important de madame de Verbourg ; c'est ainsi que se nommera, si vous le voulez bien, la respectable mère de madame Ducange. Déjà parée d'une robe française de gros-de-Tours broché à colonnes rapprochées, à grandes fleurs rembrunies, madame de Verbourg se donne des airs de qualité qui vous feront mourir de rire. Au reste, elle ne fera pas trop mal son rôle, si elle parvient à adoucir quelques expressions énergiques qui échappent fréquemment à sa brusque franchise. Elle a naturellement les manières gauches et empesées de ces dames de paroisse qui n'ont jamais quitté leur château provincial. ##
931	Louvet	Année	375		"[1] -- Je suis enceinte ! répéta la marquise, mais d'un ton si douloureux que mon coeur en fut [1] -- Je suis enceinte ! répéta la marquise, mais d'un ton si douloureux que mon coeur en fut déchiré ; malheureuse mère ! enfant plus malheureux !"" [2] À ces mots, elle s'étendit plutôt qu'elle ne se renversa sur le canapé où je m'étais assis près d'elle ; [3] ses yeux se fermèrent, sa tête retomba mollement sur son sein ; [4] mais le mouvement égal de ce sein doucement agité, ses lèvres toujours vermeilles, les roses de son teint que me laissait voir la toilette négligée du matin, et qui, loin de se flétrir, brillaient d'un éclat plus doux, [5] tout m'annonça que l'état de faiblesse dans lequel je la voyais n'aurait pas de suites fâcheuses. [6] Mes baisers brûlants ne purent la rendre à la vie ; je me précipitai dans ses bras, elle tressaillit ; et les plus vives sensations, graduellement produites, la tirèrent enfin de sa léthargie. [7] D'abord ses bras voulurent me repousser, bientôt ils m'attirèrent : mon amante partagea mes transports, et me prodigua les noms les plus doux."
932	Louvet	Année	376		"Depuis deux heures cependant, je me croyais un autre homme. Quelle nouvelle la marquise venait de m'apprendre ! comme des idées de paternité flattent l'amour-propre d'un adolescent ! déjà Faublas n'est plus ce jeune étourdi, faisant siffler dans ses mains une frêle baguette, fredonnant l'ariette nouvelle, coudoyant les hommes, regardant les femmes sous le nez, devançant à la course un char léger, passant comme un éclair au milieu de deux commères qui jasent au coin d'une rue, marchant sur le pied de ce badaud qui regarde un escamoteur, renversant sur une borne cet autre nigaud qui lit une affiche, et toujours riant comme un fou des burlesques accidents causés par sa vivacité. Non, la démarche du chevalier, maintenant grave et mesurée, annonce un homme raisonnable ; la noble audace qui brille sur son visage est tempérée par la douce joie dont son front rayonne ; son regard fier avertit les passants du respect qu'ils lui doivent ; dans toute sa personne est répandu je ne sais quel air de dignité, qui semble leur dire : ""Honorez un père de famille !"""
934	Louvet	Année	388		Justine me prit par la main, et tous deux marchant sur la pointe du pied, allongeant le cou et prêtant l'oreille, nous gagnâmes à tâtons la petite chambre en question. Justine alluma une lampe et se hâta de faire du feu. Elle n'osait me fixer ; mais son regard timide et détourné semblait me demander grâce, et je voyais sur le minois chiffonné de la friponne un petit air boudeur et confus qui le rendait plus piquant qu'à l'ordinaire. Oh ! que j'étais tenté de lui pardonner ! oh ! qu'un jeune homme de dix-sept ans a peine à garder sa colère dans la chambre d'une jolie fille de son âge ! 
936	Louvet	Année	397		"Pendant que la pauvre Justine tâchait de fléchir et persuader la marquise, je considérais avec attention la simple parure de celle-ci. Un seul jupon mal attaché couvrait négligemment des charmes que mon imagination aurait devinés, que mes yeux avaient vus, que ma mémoire me rappelait. De longs cheveux noirs épars couvraient ses épaules d'albâtre, et retombaient mollement sur sa gorge entièrement découverte... que ma maîtresse était belle !... j'oublia la supposition de grossesse ; et saisissant une main que je baisai : ""Ma chère Maman, les apparences sont souvent trompeuses."
938	Louvet	Année	338		Nous étions au dessert, quand le propriétaire de l'hôtel, M. de Villartur, financier parvenu, curieux de voir ses nouveaux locataires, entra sans savoir si sa visite ne nous gênerait pas. Qu'on se figure l'ignorance et la bêtise personnifiées, on aura de M. de Villartur une idée encore trop avantageuse. Il trouva qu'on ne l'avait pas trompé quand on lui avait dit que j'étais jolie. On conçoit que ce lourd personnage m'aurait beaucoup ennuyé, si le ton prétendu galant qu'il prit avec moi ne m'avait laissé une ressource, celle de me moquer de lui. Mon malin compagnon m'aida charitablement à persifler le pauvre homme, qui me promit en s'en allant de revenir bientôt me voir. 
939	Louvet	Année	340		
940	Louvet	Année	343		Oh ! qu'elle est drôle quand elle est en colère ! s'écria l'épais financier en riant si fort que tout son corps paraissait agité de mouvements convulsifs, et que la poudre de sa perruque tombait à terre par flocons. 
