	author	title	pages	letter	text
1408	Léonard	Amants	78	XXVI	Je visite souvent les environs d'une abbaye située entre {qui s'élève au milieu de, 1784} quatre ou cinq vallons : quelques buissons épars sur {épars paroissent ça et là sur, 1784} des collines dorées par les fleurs de genêt, le mugissement des vaches {vaches qui paîssent dans les environs, 1784} et le son de la cloche sacrée {cloche monastique, 1784}, répandent sur ce paysage un air de mélancolie. J'entends de loin les romances nai:ves des villageoises dont les voix douces et plaintives {villageoises qui chantent pendant la soirée en coupant leur légumes ; ces voix douces &amp; plaintives, 1784} ont je ne sais quoi d'attendrissant : je vois le soleil se coucher derrière le château des Ormes ; je contemple ce magnifique spectacle jusqu'à la nuit {château des Ormes que je découvre pleinement, &amp; je me repais de cette vue charmante jusqu'à ce que la nuit arrive, 1784} ; alors je regagne ma chaumière ; (Lettre 26, Faldoni au Curé)
1466	Castilhon	Mendiant	132		Le regne de la belle Géorgienne fut de courte durée, &amp; elle succomba sous les complots &amp; les artifices de Laila-Ajaiha, femme sans moeurs, d'une figure révoltante, mais très-ambitieuse, &amp; qui par la méchanceté de son caractere, ses fourberies, sa noirceur &amp; sa cruauté acquit un tel empire sur le coeur d'Ismae:l, qu'il éleva ce monstre de laideur au rang de Sultane favorite. (132)
1554	Louvet	Émilie	89		Il m'est impossible de penser que ce jeune homme [Dolerval] ait les principes et les moeurs de son frère. Tout en lui semble se réunir pour annoncer la plus belle âme. Il a l'extérieur honnête et décent, une physionomie pleine de douceur, l'air de la candeur et de la bonté... Mais je te l'ai dit, je crois. Qu'importe ! tu me pardonnes bien quelques répétitions...? Ma soeur, il a le coeur excellent ! excellent, si j'en crois mon oncle.
1572	Louvet	Émilie	153		Elle doit toujours infiniment gagner à se faire connaître, cette femme céleste. Quiconque la rencontrera quelquefois demeurera sans doute enchanté de ses talents et de ses attraits ; mais dans le bonheur d'une liaison plus intime, c'est son âme qu'on appréciera. Son âme ! elle est plus belle encore que sa figure ! et son esprit, si bien cultivé, favorisé d'ailleurs de tant de grâces naturelles ; et son heureux caractère ; et cette douce égalité d'humeur que ses longs chagrins ne sauraient alérer ; à quoi les comparer, si ce n'est à l'excellent caractère, à l'esprit aimable, à l'humeur charmante de son frère et de son élève.##
1586	Sade	Justine	227		Quelques minutes après, on ouvre l'église, dom Sévérino s'avance lui-même à moi, vers la cabane du jardinier, et m'invite à entrer avec lui dans le temple.##Dom Sévérino duquel il est bon de vous donner une idée sur-le-champ, était un homme de cinquante-cinq ans ainsi qu'on me l'avait dit, mais d'une belle physionomie, l'air frais encore, taillé en homme vigoureux, membru comme Hercule, et tout cela sans dureté ; une sorte d'élégance et de moelleux régnait dans son ensemble, et faisait voir qu'il avait dû posséder dans sa jeunesse, tous les attraits qui forment un bel homme. Il avait les plus beaux yeux du monde, de la noblesse dans les traits, et le ton le plus honnête, le plus gracieux, le plus poli. Une sorte d'accent agréable dont pas un de ses mots n'était corrompu, faisait pourtant reconnaître sa patrie, et, je l'avoue, toutes les grâces extérieures de ce religieux me remirent un peu de l'effroi que m'avait causé l'autre. 
1589	Sade	Justine	226		Clément, dont le nom peignait on ne saurait moins la figure, était un homme de quarante-huit ans, d'une grosseur énorme, d'une taille gigantesque, le regard sombre et farouche, ne s'exprimant qu'avec des mots durs élancés par un organe rauque, une vraie figure de satyre ; l'extérieur d'un tyran ; il me fit trembler... alors, sans qu'il me fût possible de m'en défendre, le souvenir de mes anciens malheurs vint s'offrir en traits de sang à ma mémoire troublée... 
1604	Sade	Justine	287		"''Voilà une fille, Monseigneur, dit mon guide, elle nous paraît être ce qui vous convient : ""Voilà une fille, Monseigneur, dit mon guide, elle nous paraît être ce qui vous convient : elle est douce, elle est honnête, et ne demande qu'à se placer ; nous espérons que vous en serez content. -- C'est bon, dit le comte en me regardant à peine : vous fermerez les portes en vous retirant, Saint-Louis, et vous direz que personne n'entre que je ne sonne"" ; ensuite, le comte se leva, et vint m'examiner. Pendant qu'il me détaille, je puis vous le peindre : la singularité du portrait mérite un instant vos regards. Monsieur De Gernande était alors un homme de cinquante ans, ayant près de six pieds de haut, et d'une monstrueuse grosseur. Rien n'est effrayant comme sa figure, la longueur de son nez, l'épaisse obscurité de ses sourcils, ses yeux noirs et méchants, sa grande bouche mal meublée, son front ténébreux et chauve, le son de sa voix effrayant et rauque, ses bras et ses mains énormes ; tout contribue à en faire un individu gigantesque, dont l'abord inspire beaucoup plus de peur que d'assurance. Nous verrons bientôt si le moral et les actions de cette espèce de centaure répondaient à son effrayante caricature. "
1625	Sade	Justine	358		En cet instant on frappe à la porte ; la Dubois sort, et ramène aussitôt la jeune lyonnaise dont elle venait de parler. ##Tâchons de vous esquisser maintenant les deux nouveaux personnages avec lesquels vous allez me voir. Le monseigneur dont je n'ai jamais su le nom ni l'état, était, comme je vous l'ai dit, un homme de quarante ans, mince, maigre, mais vigoureusement constitué ; des muscles presque toujours gonflés, s'élevant sur ses bras couverts d'un poil rude et noir, annonçaient en lui la force avec la santé ; sa figure était pleine de feu, ses yeux petits, noirs et méchants, ses dents belles, et de l'esprit dans tous ses traits ; sa taille bien prise était au-dessus de la médiocre, et l'aiguillon de l'amour, que je n'eus que trop d'occasions de voir et de sentir, joignait à la longueur d'un pied, plus de huit pouces de circonférence. Cet instrument, sec, nerveux, toujours écumant, et sur lequel se voyaient de grosses veines qui le rendaient encore plus redoutable, fut en l'air pendant les cinq ou six heures que dura cette séance, sans s'abaisser une minute. Je n'avais point encore trouvé d'homme si velu : il ressemblait à ces faunes que la fable nous peint. Ses mains sèches et dures étaient terminées par des doigts dont la force était celle d'un étau ; quant à son caractère, il me parut dur, brusque, cruel, son esprit tourné à une sorte de sarcasmes et de taquinerie faits pour redoubler les maux où l'on voyait bien qu'il fallait s'attendre avec un tel homme. ##Eulalie était le nom de la petite lyonnaise. 
1626	Sade	Justine	359-359		Eulalie était le nom de la petite lyonnaise. Il suffisait de la voir pour juger de sa naissance et de sa vertu : elle était fille d'une des meilleures maisons de la ville où les scélératesses de la Dubois l'avaient enlevée, sous le prétexte de la réunir à un amant qu'elle idolâtrait ; elle possédait avec une candeur et une naïveté enchanteresses, une des plus délicieuses physionomies qu'il soit possible d'imaginer. Eulalie à peine âgée de seize ans avait une vraie figure de vierge ; son innocence et sa pudeur embellissaient à l'envi ses traits : elle avait peu de couleur, mais elle n'en était que plus intéressante ; et l'éclat de ses beaux yeux noirs rendait à sa jolie mine tout le feu dont cette pâleur semblait la priver d'abord ; sa bouche un peu grande était garnie des plus belles dents, sa gorge déjà très formée semblait encore plus blanche que son teint : elle était faite à peindre, mais rien n'était aux dépens de l'embonpoint ; ses formes étaient rondes et fournies, toutes ses chairs fermes, douces et potelées. La Dubois prétendit qu'il était impossible de voir un plus beau cul : peu connaisseuse en cette partie, vous me permettrez de ne pas décider. Une mousse légère ombrageait le devant ; des cheveux blonds, superbes, flottant sur tous ces charmes, les rendaient plus piquants encore ; et pour compléter son chef-d'oeuvre, la nature qui semblait la former à plaisir, l'avait douée du caractère le plus doux et le plus aimable. Tendre et délicate fleur, ne deviez-vous donc embellir un instant la terre, que pour être aussitôt flétrie !
1631	Sade	Justine	374		[[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]][suite du précédent][suite du précédent]ll[suite du précédent][suite du précédent]j[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]la[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]bl[suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent]m[suite du précédent][[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]][suite du précédent][suite du précédent]ll[suite du précédent][suite du précédent]j[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]la[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]bl[suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent]m[suite du précédent][suite du précédent]a[suite du précédent][suite du précédent]v[suite du précédent][suite du précédent].[suite du précédent][suite du précédent][suite du précédent][suite du précédent]homm[suite du précédent][suite du précédent][suite du précédent]m'ava[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]j[suite du précédent][suite du précédent][suite du précédent][suite du précédent]g[suite du précédent][suite du précédent][suite du précédent]x[suite du précédent]la[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]bo[suite du précédent][suite du précédent][suite du précédent]o[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]l[suite du précédent][suite du précédent][suite du précédent]v[suite du précédent]g[suite du précédent][suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]L[suite du précédent][suite du précédent][suite du précédent][suite du précédent],[suite du précédent]'o[suite du précédent]a[suite du précédent][suite du précédent][suite du précédent]La[suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent]b[suite du précédent][suite du précédent][suite du précédent],[suite du précédent]a[suite du précédent][suite du précédent]omm[suite du précédent]H[suite du précédent][suite du précédent]l[suite du précédent];[suite du précédent]l[suite du précédent][suite du précédent]a[suite du précédent][suite du précédent]l'aî[suite du précédent][suite du précédent]l[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]m[suite du précédent][suite du précédent],[suite du précédent][suite du précédent][suite du précédent][suite du précédent]b[suite du précédent]x[suite du précédent]h[suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]è[suite du précédent]g[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]ava[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]q[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]fa[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]b[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]mo[suite du précédent][suite du précédent]o[suite du précédent]l[suite du précédent][suite du précédent][suite du précédent]J[suite du précédent][suite du précédent].[suite du précédent][suite du précédent]Sa[suite du précédent][suite du précédent][suite du précédent][suite du précédent]vo[suite du précédent][suite du précédent][suite du précédent]o[suite du précédent]a[suite du précédent][suite du précédent]z[suite du précédent]a[suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]l[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]l[suite du précédent][suite du précédent]a[suite du précédent]è[suite du précédent],[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent][suite du précédent][suite du précédent][suite du précédent]a[suite du précédent][suite du précédent]. 
1665	Tiphaigne	Galligènes	88		corps éloquent Pénétré des raisons que sa bouche annonçoit, l'Orateur des fils d'Almont parloit avec feu ; sa voix avoit je ne sais quoi de touchant ; il intéressoit, il faisoit aimer les vérités qu'il montroit. Ses freres portoient leurs regards, tantôt sur lui, &amp; sembloient l'encourager, tantôt sur Almont, &amp; tachoient de voir, dans ses yeux, ce qui se passoit dans son coeur. Almont, comme un homme qui apprend inopinément le succès d'un projet important, prêtoit une oreille attentive : son ame, surprise &amp; émue, goûtoit un plaisir inexprimable, &amp; ses yeux se mouilloient de ces larmes délicieuses que répandent la tendresse &amp; la joie. Il embrassa ses enfans [...] 
1734	Rétif	Découverte	1182-83		"Dès qu'ils furent au-dessus de la nouvelle Ile, Alexandre en découvrit les Habitants. ""Parbleu ! dit-il à son Père, voici de vilains Hommes : voyons, voyons un peu ! Abattons-nous dans dans cette plaine couverte d'arbres renversés et pourris : nous verrons ces Messieurs-là !"" Ils mirent aussitôt pied à terre et la première chose qu'ils aperçurent entre les | abatis, ce fut une Femme assise sur la tige d'un arbre renversé, ayant six mamelles et allaitant autant d'Enfants, qui ne ressemblaient pas mal à des petits Cochons-de-lait ; et plus loin, un Homme-cochon dont l'air était fort rébarbatif. Alexandre se mit à rire. Victorin, surpris, observait ; il entendait la Femme caresser ses Enfants qui la tétaient, à peu près comme une truie qui grogne. ""Ce sont apparemment ici les Hommes-cochons, dit-il à son Fils : ils doivent être farouches, mais peu méchants."" En même temps ils s'approchèrent de la Femme-truie qui, les ayant entendus marcher, leva son museau tenant du visage de la Femme et du groin du Cochon, les regarda, fit un cri, et d'enfuit assez lentement à deux pieds, à cause qu'elle emportait ses six Enfants. [...] les Hommes-volants s'élevèrent et demeurèrent planant au-dessus de la troupe, qui cessa son travail et se tint debout en silence pour les considérer. Ensuite, ils se mirent à grogner les uns aux autres. Leurs soies, très longues, assez blanches et peu fournies se hérissèrent, ce qui marquait qu'ils n'étaient pas de sang-froid. Enfin l'un deux fit un bond en tortillant la queue, grogna d'une manière effrayante, et s'enfuit. Tous les Autres le suivirent en courant et en bondissant. "
1827	Révéroni	Pauliska	160		Un faible crépuscule soulevait le voile des ténèbres, le chant de quelques oiseaux assoupis annonçait l'aube d'un nouveau jour de chagrins pour moi, et la nature couverte des pleurs de la rosée semblait partager ceux de ma douleur. 
1871	Diderot	Jacques	720		-- Et qui est-ce qui parlait ainsi avec le maître de Jacques ? -- C'était un aubergiste à la porte duquel il s'était arrêté ; il n'y avait pas à se tromper, il était court et gros comme un tonneau, en chemise retroussée jusqu'aux coudes, avec un bonnet de coton sur la tête, un tablier de cuisine autour de lui et un grand couteau à son côté. 
